customer_id,name,email,join_date,region,loyalty_score
C07586,Pamela Mejia,,2022-08-16,Delaware,0.394
C07587,Amy Lane,amy_lane@icloud.com,2022-02-02,Arizona,0.194
C07588,Jennifer Hebert,,2022-01-08,Montana,0.394
C07589,James Jennings,jjennings@gmail.com,2022-12-26,Montana,0.245
C07590,Nicolas Martinez,nicolas.martinez@outlook.com,2022-01-31,Nevada,0.285
C07591,Jennifer Rice,,2022-08-28,Nevada,0.127
C07592,Amanda Blevins,amanda_blevins@icloud.com,2022-10-22,Louisiana,0.19
C07593,Gary Arnold,gary7@hotmail.com,2022-04-22,West Virginia,0.135
C07594,Michael White,michael.white@hotmail.com,2022-07-01,Nevada,0.122
C07595,Brent Martin,,2022-09-02,Virginia,0.32
C07596,Gregory Santana,gregory.santana@hotmail.com,2022-01-31,Mississippi,0.43
C07597,Kevin Stewart,kevin25@gmail.com,2022-01-12,Ohio,0.087
C07598,Melanie Cohen,melanie11@gmail.com,2022-05-19,Alabama,0.294
C07599,Priscilla Cherry,priscilla.cherry@outlook.com,2022-08-27,Nevada,0.367
C07600,Julie Willis,jwillis@outlook.com,2022-10-03,Hawaii,0.275
C07601,Steve Marsh,steve54@outlook.com,2022-12-01,Kentucky,0.257
C07602,William Lester,william_lester@outlook.com,2022-12-18,South Dakota,0.18
C07603,Lisa Cochran,,2022-09-19,Missouri,0.156
C07604,Jamie West,jamie.west@outlook.com,2022-01-20,Nebraska,0.416
C07605,Phillip Andersen,phillip49@gmail.com,2022-07-27,Colorado,0.311
C07606,Michael Davis,michael_davis@gmail.com,2022-04-08,Alaska,0.259
C07607,Diana Navarro,diana_navarro@yahoo.com,2022-11-20,Alabama,0.434
C07608,Amy Hernandez,,2022-11-24,Connecticut,0.327
C07609,Paula Graham,paula38@hotmail.com,2022-08-13,Idaho,0.586
C07610,Courtney Thomas,courtney73@outlook.com,2022-07-03,Texas,0.188
C07611,Jamie Raymond,jamie_raymond@hotmail.com,2022-09-29,Louisiana,0.221
C07612,Regina Hayes,rhayes@outlook.com,2022-11-13,Virginia,0.35
C07613,Lisa Frank,lfrank@icloud.com,2022-08-02,Minnesota,0.312
C07614,Sarah Wheeler,sarah.wheeler@gmail.com,2022-10-12,North Dakota,0.09
C07615,Natalie Parks,natalie_parks@hotmail.com,2022-04-27,Nebraska,0.478
C07616,Heather Marsh,hmarsh@outlook.com,2022-05-17,North Dakota,0.282
C07617,Sandy Martin,smartin@icloud.com,2022-06-24,Virginia,0.29
C07618,Lucas Howard,lucas82@yahoo.com,2022-12-16,Virginia,0.317
C07619,Kevin Anderson,kanderson@icloud.com,2022-04-17,Hawaii,0.076
C07620,Andrew Robbins,,2022-05-24,Oregon,0.461
C07621,Hunter Sullivan,,2022-11-22,New York,0.211
C07622,Erica Wells,erica6@icloud.com,2022-06-12,South Dakota,0.172
C07623,Lisa Ramirez,lisa_ramirez@yahoo.com,2022-04-11,Florida,0.15
C07624,Robert Dunn,robert.dunn@icloud.com,2022-07-04,West Virginia,0.045
C07625,Ashley Mercado,amercado@outlook.com,2022-01-17,New York,0.278
C07626,Charles Duncan,charles_duncan@outlook.com,2022-03-26,Washington,0.335
C07627,Samuel Osborne,samuel_osborne@yahoo.com,2022-07-11,South Dakota,0.581
C07628,Gabriel Martinez,,2022-01-09,South Carolina,0.402
C07629,Bill Barnett,bill_barnett@gmail.com,2022-10-22,Alabama,0.085
C07630,Carlos Jones,cjones@outlook.com,2022-06-07,Massachusetts,0.301
C07631,Jeffery Johnson,jeffery.johnson@yahoo.com,2022-11-06,Wyoming,0.551
C07632,Maria Burton,,2022-10-31,Oregon,0.13
C07633,Tommy Johnson,tjohnson@gmail.com,2022-06-09,Hawaii,0.152
C07634,Jay Rose,jay.rose@hotmail.com,2022-04-09,Mississippi,0.287
C07635,Lisa Nguyen,,2022-07-17,West Virginia,0.472
C07636,Brian Arroyo,barroyo@yahoo.com,2022-03-03,North Dakota,0.192
C07637,Regina Barrett,regina29@yahoo.com,2022-07-31,Rhode Island,0.509
C07638,Lori Taylor,lori6@outlook.com,2022-01-05,Kansas,0.329
C07639,Kerry Thomas,kerry.thomas@hotmail.com,2022-03-01,Texas,0.318
C07640,Diane Huffman,diane_huffman@icloud.com,2022-10-29,Indiana,0.356
C07641,Roberto Reynolds,rreynolds@hotmail.com,2022-12-05,Wyoming,0.06
C07642,Cristina Hall,cristina21@yahoo.com,2022-05-24,Maine,0.207
C07643,Rita Burns,rita_burns@yahoo.com,2022-03-28,Colorado,0.741
C07644,Emily Navarro,,2022-11-26,Hawaii,0.396
C07645,Roberto Reeves,roberto.reeves@hotmail.com,2022-07-14,Delaware,0.336
C07646,Cameron Holloway,,2022-08-22,Colorado,0.283
C07647,Andrew Coleman,andrew_coleman@outlook.com,2022-04-06,Oklahoma,0.206
C07648,David Johnson,david94@gmail.com,2022-09-08,Michigan,0.335
C07649,Willie Webb,willie.webb@icloud.com,2022-07-02,Wisconsin,0.182
C07650,Mr. Jack Brown,mr_brown@outlook.com,2022-02-25,New Hampshire,0.688
C07651,Sandra Allen,sandra39@outlook.com,2022-10-09,Wisconsin,0.303
C07652,James Carter,james22@hotmail.com,2022-05-01,Minnesota,0.068
C07653,Denise Wilson,,2022-06-28,Georgia,0.053
C07654,Stephen Griffith,stephen.griffith@gmail.com,2022-05-07,Arkansas,0.35
C07655,Vanessa Martinez,,2022-08-21,California,0.276
C07656,Sarah Park,sarah.park@icloud.com,2022-05-24,North Dakota,0.104
C07657,Ronald Rivera,,2022-10-25,Washington,0.631
C07658,Tyrone Riley,,2022-05-31,Alaska,0.687
C07659,Tonya Alvarez,tonya.alvarez@hotmail.com,2022-01-27,California,0.26
C07660,Jon Anderson,jon.anderson@icloud.com,2022-08-06,Wyoming,0.112
C07661,John Molina,jmolina@yahoo.com,2022-12-29,Illinois,0.3
C07662,David Walter,david12@hotmail.com,2022-01-16,North Dakota,0.23
C07663,Sharon Howard,sharon.howard@hotmail.com,2022-11-12,Delaware,0.079
C07664,Amanda Becker DDS,amanda90@hotmail.com,2022-08-05,Arkansas,0.258
C07665,Courtney Rhodes,crhodes@outlook.com,2022-01-18,Arkansas,0.034
C07666,Clinton Howell,clinton.howell@icloud.com,2022-11-09,Oklahoma,0.16
C07667,Sylvia Burton,,2022-08-25,Michigan,0.483
C07668,Amanda Ward,amanda42@yahoo.com,2022-01-18,Minnesota,0.094
C07669,Lisa Jackson,,2022-10-03,Ohio,0.177
C07670,Ashley Compton,,2022-06-15,South Carolina,0.069
C07671,Laura Morgan,laura.morgan@hotmail.com,2022-08-16,Maryland,0.532
C07672,Taylor Smith,taylor12@yahoo.com,2022-09-15,Arizona,0.339
C07673,Grace Delacruz,grace_delacruz@icloud.com,2022-07-29,Maine,0.132
C07674,Dana Roberts,droberts@hotmail.com,2022-09-10,Iowa,0.376
C07675,Eric Farrell,eric14@yahoo.com,2022-10-27,Oklahoma,0.22
C07676,Ryan Weber,ryan89@hotmail.com,2022-12-23,Colorado,0.074
C07677,Vanessa Sherman,vanessa_sherman@gmail.com,2022-06-12,Pennsylvania,0.201
C07678,Cameron Harris,cameron.harris@hotmail.com,2022-12-02,Indiana,0.486
C07679,Joshua Mcgee,joshua59@gmail.com,2022-10-09,Pennsylvania,0.439
C07680,Desiree Cole,desiree_cole@hotmail.com,2022-10-23,Colorado,0.126
C07681,Julia Dawson,julia50@hotmail.com,2022-05-17,Oregon,0.431
C07682,Antonio Bradford,antonio8@gmail.com,2022-01-05,Massachusetts,0.371
C07683,Robert Gonzales,robert_gonzales@outlook.com,2022-04-05,Minnesota,0.371
C07684,Ernest Miller,ernest.miller@gmail.com,2022-02-10,New Mexico,0.21
C07685,Dustin Reilly,dustin_reilly@gmail.com,2022-08-10,New Hampshire,0.133
C07686,Elizabeth Webb,elizabeth39@gmail.com,2022-12-29,South Dakota,0.338
C07687,Ricardo Lewis,rlewis@icloud.com,2022-08-16,Minnesota,0.309
C07688,Cynthia May,,2022-09-05,New Mexico,0.554
C07689,Valerie Gonzales,valerie1@hotmail.com,2022-12-15,Washington,0.148
C07690,David Bartlett,david_bartlett@outlook.com,2022-09-12,Alabama,0.168
C07691,Matthew Caldwell,matthew.caldwell@gmail.com,2022-10-04,Kentucky,0.112
C07692,Christopher Wolf,christopher43@gmail.com,2022-10-29,Ohio,0.067
C07693,Michael Smith,,2022-05-26,Louisiana,0.143
C07694,Donna Douglas,donna_douglas@yahoo.com,2022-01-11,Colorado,0.404
C07695,Jackie Potts,jackie99@gmail.com,2022-04-09,Tennessee,0.141
C07696,Joyce Salazar,joyce.salazar@icloud.com,2022-08-05,Hawaii,0.109
C07697,Anthony Nguyen,anthony13@yahoo.com,2022-09-03,Colorado,0.293
C07698,David Johnson,david20@outlook.com,2022-06-07,Mississippi,0.039
C07699,Paige Rodriguez,,2022-03-06,Arkansas,0.235
C07700,Mark Barnes,,2022-07-14,Georgia,0.295
C07701,Jerry Anthony,jerry.anthony@hotmail.com,2022-12-22,Louisiana,0.126
C07702,Christine Norris,christine25@yahoo.com,2022-04-17,North Dakota,0.178
C07703,David Johnston,david_johnston@hotmail.com,2022-05-21,Montana,0.53
C07704,Jennifer Chang,jennifer.chang@yahoo.com,2022-05-30,Virginia,0.18
C07705,Mary Brooks,mary77@gmail.com,2022-01-31,Wyoming,0.08
C07706,Phillip Perez,phillip.perez@icloud.com,2022-06-15,Idaho,0.478
C07707,Jessica Carr,jessica_carr@gmail.com,2022-07-21,Rhode Island,0.441
C07708,Jason Chambers,jason.chambers@gmail.com,2022-07-19,Indiana,0.288
C07709,Michelle Bell,michelle.bell@gmail.com,2022-05-06,Indiana,0.141
C07710,Joseph Carney,jcarney@outlook.com,2022-05-28,Nevada,0.27
C07711,Jenna Hill,jhill@hotmail.com,2022-11-21,New York,0.306
C07712,Carmen Curry,,2022-04-01,Missouri,0.128
C07713,Bruce Gonzalez,bruce_gonzalez@icloud.com,2022-08-11,Nevada,0.44
C07714,Jeremy Bell,jeremy_bell@gmail.com,2022-03-12,Georgia,0.191
C07715,Sara Clay,sclay@yahoo.com,2022-01-18,Maryland,0.142
C07716,Jason Travis,,2022-08-09,Oregon,0.137
C07717,Martin Dorsey,martin.dorsey@icloud.com,2022-11-11,New York,0.283
C07718,Joseph Rodriguez,joseph87@yahoo.com,2022-03-23,Ohio,0.597
C07719,Tammy Barnes,tammy_barnes@gmail.com,2022-10-11,Washington,0.418
C07720,James Gomez,james_gomez@outlook.com,2022-08-29,Delaware,0.336
C07721,Kristy Kim,kkim@yahoo.com,2022-04-15,Wyoming,0.507
C07722,Jeffrey Fuller,jeffrey.fuller@gmail.com,2022-04-26,Vermont,0.262
C07723,Cynthia Mccormick,cynthia.mccormick@icloud.com,2022-06-11,South Carolina,0.459
C07724,David Edwards,david24@outlook.com,2022-04-03,Alaska,0.156
C07725,Shelley Delgado,sdelgado@outlook.com,2022-03-01,Oregon,0.256
C07726,Mr. Douglas Smith,mr22@icloud.com,2022-08-22,Oklahoma,0.411
C07727,Elizabeth Thompson,,2022-05-10,New Hampshire,0.254
C07728,Kristin Peterson,kristin_peterson@yahoo.com,2022-09-26,Hawaii,0.634
C07729,Derek Stewart,derek_stewart@icloud.com,2022-05-28,Iowa,0.358
C07730,Jonathan Garcia,jgarcia@icloud.com,2022-02-02,Arkansas,0.358
C07731,Mariah Maddox,mmaddox@outlook.com,2022-02-24,Mississippi,0.249
C07732,Melissa Burch,,2022-06-25,Colorado,0.137
C07733,Jennifer Price,jennifer64@icloud.com,2022-07-29,North Dakota,0.396
C07734,Ann Fields,,2022-03-04,New Mexico,0.117
C07735,Katie Barnes,katie13@yahoo.com,2022-11-07,Alabama,0.145
C07736,Robin Sims,robin7@yahoo.com,2022-03-04,Maine,0.406
C07737,Jeffrey Jenkins,,2022-02-13,Kansas,0.458
C07738,Sean Harris,sean45@icloud.com,2022-02-23,Wyoming,0.179
C07739,David Smith,david_smith@gmail.com,2022-06-30,Washington,0.123
C07740,Daniel Herrera,daniel.herrera@outlook.com,2022-09-14,Virginia,0.278
C07741,Alexis Pittman,alexis96@icloud.com,2022-12-19,Nevada,0.107
C07742,Dr. Vicki Williams,dwilliams@gmail.com,2022-07-03,Vermont,0.558
C07743,Richard Sherman,richard85@outlook.com,2022-03-05,Virginia,0.178
C07744,Hector Jordan,hector.jordan@gmail.com,2022-06-08,Washington,0.239
C07745,Kimberly Bailey,kimberly_bailey@outlook.com,2022-06-18,Oregon,0.101
C07746,Nichole Hernandez,nichole24@icloud.com,2022-07-09,Wyoming,0.225
C07747,Robert Wood,robert.wood@hotmail.com,2022-10-22,Maryland,0.166
C07748,Kim Chandler,,2022-11-29,Indiana,0.395
C07749,Sarah Perry MD,,2022-08-14,Alabama,0.093
C07750,Tammy Mcdaniel,tmcdaniel@outlook.com,2022-02-18,Florida,0.257
C07751,Lisa Bishop,lisa_bishop@outlook.com,2022-01-13,Arkansas,0.292
C07752,Michael Simon,michael39@outlook.com,2022-07-21,Indiana,0.521
C07753,Victor Franklin,,2022-12-10,Nebraska,0.119
C07754,Kimberly Alexander,kalexander@gmail.com,2022-12-08,Maryland,0.334
C07755,Kristin Smith PhD,kristin_phd@icloud.com,2022-05-10,Rhode Island,0.331
C07756,Andrew Robinson,andrew_robinson@icloud.com,2022-05-17,Washington,0.194
C07757,Drew Lee,drew78@icloud.com,2022-06-20,Kentucky,0.537
C07758,Martin Smith,msmith@hotmail.com,2022-06-11,South Dakota,0.676
C07759,Margaret Blackwell,mblackwell@yahoo.com,2022-05-09,Kansas,0.109
C07760,Jeremy Acosta,jeremy79@icloud.com,2022-04-07,Ohio,0.498
C07761,Lisa Skinner,lisa87@gmail.com,2022-12-10,South Dakota,0.109
C07762,Laura Jones,laura19@yahoo.com,2022-08-31,Oregon,0.326
C07763,Katherine Powell,katherine67@yahoo.com,2022-05-11,New Mexico,0.55
C07764,David Mason,david.mason@hotmail.com,2022-03-18,Michigan,0.101
C07765,Antonio Williams,antonio_williams@hotmail.com,2022-12-27,Wisconsin,0.192
C07766,Jerry Buchanan,jerry97@hotmail.com,2022-05-24,Utah,0.19
C07767,Steven Carter,steven_carter@icloud.com,2022-03-14,South Carolina,0.28
C07768,Tina Levy,tina_levy@gmail.com,2022-07-30,Pennsylvania,0.19
C07769,Nicholas Martin,nicholas_martin@yahoo.com,2022-12-16,Iowa,0.272
C07770,Ronald Johnson,ronald.johnson@outlook.com,2022-08-02,South Dakota,0.19
C07771,Faith Miller,faith39@hotmail.com,2022-12-03,Virginia,0.262
C07772,Taylor Kelly,taylor_kelly@gmail.com,2022-03-04,Alabama,0.575
C07773,Kayla Caldwell,kayla_caldwell@gmail.com,2022-08-11,Kansas,0.449
C07774,Nancy Juarez,nancy_juarez@yahoo.com,2022-03-05,Alaska,0.373
C07775,Louis Barr,louis61@outlook.com,2022-10-10,Louisiana,0.268
C07776,Richard Ho,richard.ho@icloud.com,2022-10-21,Nebraska,0.737
C07777,Matthew Downs,matthew97@hotmail.com,2022-05-10,Montana,0.457
C07778,Gabriela Benson,gabriela.benson@gmail.com,2022-08-24,Washington,0.332
C07779,Erin Mcguire,,2022-11-17,West Virginia,0.343
C07780,Emma Walker,,2022-02-12,Illinois,0.086
C07781,Steven Montgomery,steven23@gmail.com,2022-11-20,Delaware,0.393
C07782,Brooke Welch,brooke11@outlook.com,2022-01-27,Connecticut,0.102
C07783,Michelle Schneider,michelle.schneider@hotmail.com,2022-06-04,Arizona,0.148
C07784,Glenn James,glenn62@yahoo.com,2022-11-29,Mississippi,0.009
C07785,Joy Alvarez,joy80@outlook.com,2022-03-10,Connecticut,0.345
C07786,Sean Fisher,sfisher@gmail.com,2022-04-04,Rhode Island,0.42
C07787,Brent Parks,,2022-11-03,New Jersey,0.351
C07788,Aimee Cruz,acruz@gmail.com,2022-11-05,West Virginia,0.324
C07789,Nicholas Butler,nicholas57@icloud.com,2022-10-29,Maine,0.294
C07790,Steven Soto,ssoto@gmail.com,2022-11-13,Connecticut,0.234
C07791,Lauren Bray,lbray@yahoo.com,2022-11-27,Illinois,0.136
C07792,Troy Perez,troy_perez@icloud.com,2022-07-20,Texas,0.072
C07793,Michael Williams,michael_williams@outlook.com,2022-10-09,Kansas,0.184
C07794,Kirk Perkins,kirk56@icloud.com,2022-05-29,Illinois,0.189
C07795,Ryan Jenkins,rjenkins@yahoo.com,2022-10-11,Wisconsin,0.092
C07796,Stephen Jenkins,stephen_jenkins@yahoo.com,2022-12-20,Minnesota,0.378
C07797,Isaiah Lewis,ilewis@gmail.com,2022-04-13,Wyoming,0.064
C07798,Sandra Mclaughlin,smclaughlin@hotmail.com,2022-04-04,Michigan,0.095
C07799,Fernando Tate,fernando_tate@icloud.com,2022-08-20,Wisconsin,0.239
C07800,Kim Beck,kbeck@yahoo.com,2022-10-02,Colorado,0.596
C07801,Crystal Green,crystal_green@outlook.com,2022-11-01,Minnesota,0.165
C07802,Brian Green,brian13@gmail.com,2022-04-17,South Carolina,0.314
C07803,Janice Quinn,,2022-06-29,Louisiana,0.344
C07804,Justin Wagner,jwagner@yahoo.com,2022-04-19,South Carolina,0.412
C07805,Jennifer Anthony PhD,jphd@hotmail.com,2022-01-02,New York,0.162
C07806,Andrea Little,,2022-12-21,Oklahoma,0.343
C07807,George Rodriguez,george_rodriguez@icloud.com,2022-12-25,Rhode Island,0.688
C07808,Katie Stanton,kstanton@hotmail.com,2022-11-07,Montana,0.127
C07809,James Williams,,2022-01-22,South Dakota,0.179
C07810,Terri Robles,terri.robles@hotmail.com,2022-09-28,Wyoming,0.504
C07811,Ronald Young,ronald7@yahoo.com,2022-05-13,Iowa,0.163
C07812,Tiffany Jones,tiffany_jones@outlook.com,2022-01-04,Wyoming,0.585
C07813,Alexis Gilbert,agilbert@outlook.com,2022-04-08,Georgia,0.178
C07814,Angela Reyes,,2022-01-09,Georgia,0.548
C07815,Pamela Bauer,pbauer@yahoo.com,2022-03-07,Idaho,0.464
C07816,Cathy Anderson,,2022-10-11,Utah,0.266
C07817,Ronald Lee,ronald_lee@outlook.com,2022-08-16,New Jersey,0.439
C07818,Suzanne Edwards,suzanne93@outlook.com,2022-05-19,New York,0.332
C07819,Kyle Murillo,kyle_murillo@hotmail.com,2022-07-30,South Dakota,0.149
C07820,Carlos Gardner,carlos60@yahoo.com,2022-03-18,Kansas,0.152
C07821,Douglas Baker,dbaker@outlook.com,2022-02-19,Oregon,0.208
C07822,Tony Oliver,,2022-10-24,Nebraska,0.204
C07823,Cindy Bryant,cbryant@icloud.com,2022-07-28,Montana,0.376
C07824,Jimmy Jackson,,2022-06-25,Utah,0.068
C07825,Richard Harrison,richard.harrison@hotmail.com,2022-07-18,Alaska,0.208
C07826,Matthew Melton,,2022-10-22,Wyoming,0.041
C07827,Steven Wolfe,steven28@hotmail.com,2022-06-19,Virginia,0.141
C07828,Thomas Fisher,thomas_fisher@outlook.com,2022-12-05,Utah,0.359
C07829,Ana Cooper,ana_cooper@icloud.com,2022-07-27,Louisiana,0.357
C07830,Aaron Lopez,aaron55@gmail.com,2022-02-23,California,0.092
C07831,Brian Reed,brian50@hotmail.com,2022-03-02,Ohio,0.414
C07832,David Howard,dhoward@outlook.com,2022-04-17,Ohio,0.221
C07833,Jordan Hernandez,jordan_hernandez@yahoo.com,2022-07-05,Missouri,0.301
C07834,Daniel Bender,daniel_bender@icloud.com,2022-12-12,Massachusetts,0.308
C07835,Erin Brown,ebrown@yahoo.com,2022-03-16,Rhode Island,0.295
C07836,Amber Davis,amber.davis@icloud.com,2022-09-03,North Carolina,0.106
C07837,Adrian Craig,adrian.craig@hotmail.com,2022-04-09,Missouri,0.176
C07838,Madeline Carlson,madeline.carlson@yahoo.com,2022-09-19,New York,0.299
C07839,Louis Turner,louis90@outlook.com,2022-01-10,Utah,0.062
C07840,Dr. Timothy Everett DVM,ddvm@gmail.com,2022-08-12,Illinois,0.115
C07841,Justin Schmidt,justin.schmidt@yahoo.com,2022-06-30,Nevada,0.621
C07842,Stacie Harrell,stacie.harrell@icloud.com,2022-07-18,Arizona,0.438
C07843,Heather Mcdaniel,,2022-09-27,Wyoming,0.43
C07844,Todd Webb,todd_webb@outlook.com,2022-07-08,Minnesota,0.41
C07845,Christopher Payne,christopher.payne@hotmail.com,2022-09-11,Oklahoma,0.152
C07846,Cody Fisher,cfisher@icloud.com,2022-01-18,Nevada,0.416
C07847,George Monroe,george_monroe@outlook.com,2022-05-18,Kentucky,0.526
C07848,James Dunn,,2022-10-09,New Jersey,0.434
C07849,Nathan Park,,2022-06-24,New Mexico,0.171
C07850,Justin Wilson,justin.wilson@icloud.com,2022-09-27,South Dakota,0.435
C07851,Ronald Stone,rstone@hotmail.com,2022-03-31,Wisconsin,0.391
C07852,Vicki Martin,vicki32@hotmail.com,2022-10-15,Washington,0.153
C07853,William Lopez,,2022-08-23,Maryland,0.175
C07854,Tiffany Deleon,tiffany_deleon@hotmail.com,2022-01-23,New Jersey,0.716
C07855,Martin Mendez,martin_mendez@gmail.com,2022-09-08,Michigan,0.508
C07856,Makayla Robertson,mrobertson@icloud.com,2022-10-22,Oregon,0.296
C07857,Cheryl Moran,cmoran@gmail.com,2022-12-07,Pennsylvania,0.493
C07858,Cameron Acevedo,cacevedo@hotmail.com,2022-12-28,South Dakota,0.574
C07859,Sherri Butler,,2022-04-04,Vermont,0.16
C07860,Melissa Sosa,melissa.sosa@outlook.com,2022-06-04,South Dakota,0.065
C07861,Jennifer Haley,jhaley@gmail.com,2022-07-13,Utah,0.623
C07862,Zachary Jacobs,zachary_jacobs@gmail.com,2022-02-02,Kansas,0.205
C07863,Katherine Lewis,katherine_lewis@gmail.com,2022-04-17,New York,0.103
C07864,Rebecca Lawrence,rlawrence@icloud.com,2022-09-19,South Carolina,0.163
C07865,Teresa Jones,teresa10@icloud.com,2022-12-16,Mississippi,0.356
C07866,Cody Gonzalez,cody.gonzalez@outlook.com,2022-11-06,Alaska,0.204
C07867,William Barker,william_barker@hotmail.com,2022-12-12,California,0.351
C07868,Sandra Reilly,sandra.reilly@outlook.com,2022-12-18,Massachusetts,0.621
C07869,George Lopez,george41@outlook.com,2022-08-06,Tennessee,0.179
C07870,Robert Stevens,robert82@icloud.com,2022-10-06,New Jersey,0.503
C07871,Andrew Vega,avega@icloud.com,2022-06-23,Delaware,0.225
C07872,William Norman,william.norman@outlook.com,2022-06-15,Missouri,0.088
C07873,Bradley Johnson,bjohnson@hotmail.com,2022-08-08,Kentucky,0.413
C07874,Anne Brown,abrown@outlook.com,2022-06-17,Mississippi,0.108
C07875,Diana Rodriguez,diana47@outlook.com,2022-08-08,New Hampshire,0.214
C07876,Amber Brown,amber_brown@hotmail.com,2022-03-01,North Dakota,0.413
C07877,Timothy Smith,timothy.smith@hotmail.com,2022-03-31,Utah,0.492
C07878,Cody Howard,cody.howard@icloud.com,2022-04-29,Arizona,0.344
C07879,Ruth Michael,rmichael@outlook.com,2022-12-28,West Virginia,0.093
C07880,Kenneth Yoder,kenneth70@icloud.com,2022-11-10,Ohio,0.552
C07881,Erica Boyer,erica_boyer@yahoo.com,2022-04-08,Mississippi,0.107
C07882,Margaret Fuentes,mfuentes@icloud.com,2022-07-10,Maryland,0.253
C07883,Seth Brady,seth24@outlook.com,2022-01-18,Florida,0.152
C07884,Jeremy Diaz,jeremy_diaz@hotmail.com,2022-01-25,Alabama,0.113
C07885,Matthew Lambert,,2022-08-29,Virginia,0.221
C07886,Kayla Robbins,kayla.robbins@gmail.com,2022-04-02,Oklahoma,0.211
C07887,Kenneth Rodriguez,kenneth_rodriguez@icloud.com,2022-07-19,Wyoming,0.149
C07888,Michelle Thompson,,2022-10-30,Mississippi,0.152
C07889,Emily Johnson,emily83@gmail.com,2022-11-08,Connecticut,0.156
C07890,Charles Moore,,2022-11-17,Tennessee,0.063
C07891,Diana Ross,diana.ross@hotmail.com,2022-08-24,Maine,0.223
C07892,Alexander Martinez,,2022-08-21,Ohio,0.414
C07893,Kayla Lopez,kayla_lopez@outlook.com,2022-06-09,Colorado,0.099
C07894,Cynthia Miller,cynthia_miller@icloud.com,2022-09-25,Arizona,0.287
C07895,Rebecca Flores,,2022-02-26,Nevada,0.41
C07896,Alejandro Martin,alejandro.martin@gmail.com,2022-03-29,Washington,0.3
C07897,Lindsey Smith,lindsey27@icloud.com,2022-05-24,North Carolina,0.377
C07898,Madison Esparza,madison14@outlook.com,2022-07-31,California,0.647
C07899,Jonathan Villarreal,,2022-05-10,Idaho,0.36
C07900,Matthew Brown,mbrown@yahoo.com,2022-05-29,Colorado,0.507
C07901,Jeanne Edwards,jedwards@gmail.com,2022-09-29,Illinois,0.447
C07902,Ryan Harrison,ryan_harrison@gmail.com,2022-07-21,Oklahoma,0.041
C07903,Alfred Tucker,,2022-08-01,North Carolina,0.411
C07904,Devin Bryant,devin_bryant@icloud.com,2022-05-13,Nebraska,0.801
C07905,Cole Bailey,cole_bailey@outlook.com,2022-08-24,North Carolina,0.208
C07906,Jenny Coleman,jenny.coleman@hotmail.com,2022-04-08,Nebraska,0.462
C07907,Brandon Jones,,2022-02-09,Colorado,0.254
C07908,Danielle Cruz,dcruz@hotmail.com,2022-03-25,West Virginia,0.102
C07909,Daniel Brown,dbrown@hotmail.com,2022-07-04,Virginia,0.193
C07910,Glenn Hammond,,2022-08-11,Maryland,0.575
C07911,Thomas Doyle,tdoyle@icloud.com,2022-06-29,Alabama,0.094
C07912,Austin Stevens,austin38@icloud.com,2022-08-26,Montana,0.281
C07913,Kimberly Spence,kimberly_spence@outlook.com,2022-10-18,Oregon,0.405
C07914,Christine Stewart,christine31@outlook.com,2022-11-30,California,0.377
C07915,Matthew Johnson,matthew.johnson@outlook.com,2022-01-11,Connecticut,0.169
C07916,Chris Diaz,chris_diaz@icloud.com,2022-09-26,Illinois,0.442
C07917,Ivan Velez,ivan_velez@hotmail.com,2022-11-28,Michigan,0.345
C07918,Mark Shields,,2022-05-31,South Carolina,0.427
C07919,Kelly Young,kyoung@yahoo.com,2022-09-04,Georgia,0.279
C07920,Elizabeth Lopez,,2022-03-31,Missouri,0.226
C07921,Eddie Ruiz,eddie.ruiz@yahoo.com,2022-05-07,Colorado,0.249
C07922,Barbara Morales,barbara.morales@gmail.com,2022-06-15,Kentucky,0.558
C07923,Timothy Lane,timothy30@yahoo.com,2022-10-05,South Dakota,0.406
C07924,Melissa Morgan,mmorgan@yahoo.com,2022-02-18,Florida,0.255
C07925,Adam Werner,adam.werner@outlook.com,2022-09-02,Idaho,0.044
C07926,Travis Williams,travis43@gmail.com,2022-07-07,Maryland,0.203
C07927,Michael Warren,mwarren@outlook.com,2022-06-01,Rhode Island,0.289
C07928,James Moyer,,2022-05-09,Connecticut,0.121
C07929,David Bailey,,2022-08-20,Wyoming,0.278
C07930,Sarah Daniel,sarah_daniel@hotmail.com,2022-01-25,Maryland,0.1
C07931,Kevin Lee,kevin_lee@icloud.com,2022-07-26,Iowa,0.187
C07932,Stephanie Mayo,stephanie.mayo@outlook.com,2022-05-15,Pennsylvania,0.249
C07933,Travis Sullivan,travis15@hotmail.com,2022-06-22,Michigan,0.227
C07934,Crystal Dominguez,crystal.dominguez@hotmail.com,2022-09-27,Hawaii,0.277
C07935,Charles Hernandez,charles_hernandez@yahoo.com,2022-11-25,Maine,0.216
C07936,Michele Martinez,mmartinez@hotmail.com,2022-05-16,Kentucky,0.009
C07937,Jordan Landry,jordan_landry@outlook.com,2022-10-08,New York,0.229
C07938,Charles Vega,cvega@gmail.com,2022-01-13,Florida,0.182
C07939,Brent Brandt,brent.brandt@hotmail.com,2022-10-03,South Dakota,0.136
C07940,Jackie Gaines,,2022-09-29,New Mexico,0.103
C07941,Kevin Williams,kevin26@outlook.com,2022-09-01,Kansas,0.423
